txn_id,date,amount,currency,category,vendor,department,status,is_flagged,approved_by
T000604,2025-01-12,-39522.74,USD,Office,Vendor_33,Sales,Pending,True,E0006
T000605,2024-06-14,-46224.13,EUR,Tax,Vendor_2,Sales,Flagged,True,E0030
T000606,2024-06-27,25777.29,USD,Investment,Vendor_1,Engineering,Pending,False,E0031
T000607,2024-10-10,-24957.87,GBP,Marketing,Vendor_48,HR,Pending,False,E0028
T000608,2024-02-22,2947.41,EUR,Refund,Vendor_62,Engineering,Pending,False,E0028
T000609,2024-09-06,-36877.3,USD,SaaS,Vendor_23,Design,Cleared,True,E0020
T000610,2024-10-27,36413.48,EUR,Travel,Vendor_2,Legal,Cleared,True,E0008
T000611,2024-07-04,-34155.97,USD,Office,Vendor_80,Product,Flagged,True,E0015
T000612,2024-04-10,-7717.53,EUR,Marketing,Vendor_7,Design,Flagged,False,E0037
T000613,2024-02-22,-32942.2,USD,Office,Vendor_76,Legal,Pending,True,E0019
T000614,2024-12-18,-3467.58,EUR,Investment,Vendor_70,Engineering,Cleared,False,E0012
T000615,2024-12-09,27420.82,EUR,Tax,Vendor_17,Engineering,Flagged,False,E0014
T000616,2024-07-31,-40396.35,USD,Investment,Vendor_70,Engineering,Cleared,True,E0023
T000617,2024-09-08,32380.25,USD,Vendor,Vendor_52,Marketing,Flagged,True,E0004
T000618,2025-01-11,15377.07,GBP,Travel,Vendor_59,Engineering,Cleared,False,E0024
T000619,2025-04-19,-16294.9,EUR,Vendor,Vendor_41,Sales,Pending,False,E0029
T000620,2025-04-05,-12121.52,USD,Tax,Vendor_53,Marketing,Flagged,False,E0026
T000621,2025-03-24,30519.8,EUR,Investment,Vendor_51,Finance,Pending,True,E0004
T000622,2024-03-08,28054.84,USD,Tax,Vendor_66,Product,Cleared,False,E0010
T000623,2025-02-18,-43938.68,USD,SaaS,Vendor_42,Operations,Pending,True,E0003
T000624,2025-02-16,4957.98,USD,Tax,Vendor_79,Operations,Cleared,False,E0040
T000625,2024-08-12,5914.96,EUR,Travel,Vendor_72,Product,Cleared,False,E0035
T000626,2025-04-13,-29991.05,EUR,Vendor,Vendor_8,Engineering,Flagged,False,E0001
T000627,2024-08-11,-11049.01,GBP,Marketing,Vendor_66,Operations,Cleared,False,E0046
T000628,2025-01-21,30896.1,GBP,Travel,Vendor_4,Engineering,Pending,True,E0028
T000629,2024-02-01,-27485.49,EUR,Tax,Vendor_1,Design,Flagged,False,E0045
T000630,2025-03-12,45173.04,EUR,Payroll,Vendor_50,Operations,Flagged,True,E0044
T000631,2024-05-05,-2968.94,GBP,Payroll,Vendor_37,Operations,Pending,False,E0040
T000632,2025-05-15,-44906.11,EUR,Investment,Vendor_32,Engineering,Pending,True,E0031
T000633,2024-01-08,-37351.18,GBP,Investment,Vendor_74,Engineering,Cleared,True,E0030
T000634,2024-08-05,-23711.47,USD,Travel,Vendor_1,Engineering,Pending,False,E0041
T000635,2025-02-11,-45006.67,USD,Investment,Vendor_42,Product,Pending,True,E0020
T000636,2024-09-03,-29024.91,GBP,Investment,Vendor_1,Design,Pending,False,E0012
T000637,2024-09-05,-19254.31,EUR,SaaS,Vendor_66,Marketing,Flagged,False,E0021
T000638,2025-02-05,-49733.14,USD,Office,Vendor_41,Finance,Cleared,True,E0001
T000639,2024-07-08,19346.83,GBP,Office,Vendor_10,HR,Pending,False,E0004
T000640,2024-02-29,-31146.96,USD,Marketing,Vendor_60,Sales,Cleared,True,E0029
T000641,2024-10-10,1014.48,GBP,Office,Vendor_2,HR,Cleared,False,E0014
T000642,2025-03-19,12236.19,GBP,Vendor,Vendor_68,Operations,Cleared,False,E0033
T000643,2024-01-13,-14114.38,USD,Marketing,Vendor_14,Marketing,Cleared,False,E0046
T000644,2025-04-24,32481.5,EUR,Marketing,Vendor_6,Operations,Flagged,True,E0024
T000645,2024-02-04,-16877.94,GBP,Travel,Vendor_28,Marketing,Pending,False,E0027
T000646,2024-12-24,12496.73,EUR,Investment,Vendor_74,Legal,Pending,False,E0029
T000647,2024-04-25,1092.83,GBP,Travel,Vendor_6,Legal,Cleared,False,E0044
T000648,2024-07-08,-32183.26,USD,Payroll,Vendor_49,Engineering,Pending,True,E0027
T000649,2024-04-11,-8853.23,USD,Refund,Vendor_11,Marketing,Pending,False,E0008
T000650,2024-04-14,-2281.83,GBP,Marketing,Vendor_79,Sales,Cleared,False,E0042
T000651,2024-06-09,3520.23,USD,Travel,Vendor_56,Customer Success,Flagged,False,E0019
T000652,2025-03-21,-31030.68,EUR,Travel,Vendor_55,HR,Flagged,True,E0045
T000653,2024-04-09,-41596.19,EUR,Office,Vendor_77,Operations,Pending,True,E0027
T000654,2024-10-09,26062.96,EUR,Payroll,Vendor_70,Legal,Pending,False,E0007
T000655,2025-04-14,-20645.38,GBP,Travel,Vendor_14,Design,Pending,False,E0040
T000656,2024-10-08,7893.79,EUR,Travel,Vendor_31,Engineering,Cleared,False,E0013
T000657,2024-01-05,-21880.89,USD,Travel,Vendor_29,Design,Flagged,False,E0041
T000658,2025-01-23,-26068.32,GBP,Tax,Vendor_1,Marketing,Pending,False,E0002
T000659,2024-11-08,22628.23,GBP,SaaS,Vendor_64,Engineering,Pending,False,E0001
T000660,2024-01-13,27821.22,USD,Investment,Vendor_56,Customer Success,Pending,False,E0033
T000661,2024-06-04,-3269.79,EUR,SaaS,Vendor_50,Engineering,Flagged,False,E0011
T000662,2024-08-25,-18552.18,GBP,Investment,Vendor_78,Customer Success,Pending,False,E0013
T000663,2024-07-30,346.56,EUR,Travel,Vendor_63,Finance,Flagged,False,E0004
T000664,2025-03-07,5475.34,GBP,SaaS,Vendor_26,Finance,Cleared,False,E0037
T000665,2024-08-23,-47045.74,GBP,Investment,Vendor_22,Operations,Pending,True,E0032
T000666,2024-01-26,13090.47,EUR,Office,Vendor_13,Design,Flagged,False,E0026
T000667,2024-03-11,-39568.74,GBP,Investment,Vendor_53,Finance,Pending,True,E0030
T000668,2024-09-27,43450.45,GBP,SaaS,Vendor_65,Sales,Pending,True,E0035
T000669,2025-04-30,7398.02,USD,Payroll,Vendor_49,Customer Success,Flagged,False,E0044
T000670,2025-04-09,2357.96,USD,Refund,Vendor_76,Engineering,Pending,False,E0047
T000671,2025-03-19,-33656.95,USD,Investment,Vendor_35,Customer Success,Pending,True,E0033
T000672,2025-04-20,-47676.26,GBP,Vendor,Vendor_58,Legal,Cleared,True,E0011
T000673,2024-11-19,-21451.51,GBP,Refund,Vendor_78,Product,Cleared,False,E0014
T000674,2024-03-04,-45871.24,USD,Investment,Vendor_28,Operations,Flagged,True,E0047
T000675,2024-01-03,11780.15,EUR,Marketing,Vendor_33,Design,Pending,False,E0036
T000676,2024-10-20,-45547.39,EUR,Investment,Vendor_32,Finance,Pending,True,E0027
T000677,2025-04-05,29591.59,GBP,Tax,Vendor_59,Marketing,Pending,False,E0004
T000678,2024-04-03,-40004.12,USD,Investment,Vendor_4,Customer Success,Flagged,True,E0028
T000679,2025-01-17,22713.0,EUR,Payroll,Vendor_41,Legal,Flagged,False,E0031
T000680,2024-11-21,18375.17,USD,Payroll,Vendor_68,Product,Flagged,False,E0036
T000681,2024-01-05,34186.41,USD,Refund,Vendor_68,Marketing,Flagged,True,E0050
T000682,2024-06-20,20603.87,USD,Refund,Vendor_14,Marketing,Pending,False,E0048
T000683,2025-03-24,37449.22,GBP,Refund,Vendor_3,Operations,Cleared,True,E0022
T000684,2025-02-06,45468.18,EUR,Investment,Vendor_13,Finance,Flagged,True,E0047
T000685,2024-08-13,-29971.35,USD,Marketing,Vendor_22,Sales,Pending,False,E0043
T000686,2024-06-22,-11230.25,USD,Marketing,Vendor_62,Legal,Flagged,False,E0018
T000687,2025-05-09,22260.71,USD,Travel,Vendor_15,Product,Flagged,False,E0011
T000688,2024-08-18,-27396.82,USD,Office,Vendor_79,Product,Pending,False,E0028
T000689,2024-03-10,-46797.39,EUR,Payroll,Vendor_57,Design,Pending,True,E0046
T000690,2025-04-13,-9902.64,USD,Vendor,Vendor_43,Product,Pending,False,E0019
T000691,2024-07-27,47052.43,USD,Vendor,Vendor_77,Legal,Flagged,True,E0032
T000692,2024-09-18,16220.4,EUR,Office,Vendor_17,HR,Pending,False,E0043
T000693,2025-03-13,-19930.15,EUR,Office,Vendor_72,Customer Success,Pending,False,E0030
T000694,2024-03-30,11013.24,GBP,Payroll,Vendor_60,Marketing,Cleared,False,E0046
T000695,2024-08-03,-2782.1,EUR,Payroll,Vendor_56,Engineering,Cleared,False,E0021
T000696,2025-01-31,-24021.57,USD,Investment,Vendor_21,Product,Flagged,False,E0015
T000697,2024-10-12,-9284.54,GBP,Investment,Vendor_28,Finance,Flagged,False,E0009
T000698,2025-02-15,-29711.13,GBP,Investment,Vendor_50,Marketing,Cleared,False,E0023
T000699,2024-11-27,38117.27,EUR,Investment,Vendor_54,Marketing,Flagged,True,E0027
T000700,2025-04-02,-6927.03,USD,Payroll,Vendor_30,HR,Pending,False,E0024
T000701,2024-09-11,-23131.48,GBP,Payroll,Vendor_72,Operations,Cleared,False,E0032
T000702,2024-11-29,42605.54,GBP,Marketing,Vendor_75,Marketing,Pending,True,E0010
T000703,2024-09-03,-26818.55,EUR,Payroll,Vendor_52,Engineering,Cleared,False,E0047
T000704,2024-02-09,-35135.4,EUR,Tax,Vendor_37,Customer Success,Flagged,True,E0003
T000705,2024-10-26,29937.67,USD,Marketing,Vendor_78,Engineering,Flagged,False,E0006
T000706,2024-01-04,-45304.32,USD,Tax,Vendor_51,HR,Flagged,True,E0038
T000707,2025-03-22,-17692.49,EUR,Marketing,Vendor_32,Engineering,Cleared,False,E0007
T000708,2024-08-30,38508.55,EUR,Tax,Vendor_17,Product,Flagged,True,E0020
T000709,2025-03-17,25951.7,GBP,SaaS,Vendor_1,HR,Cleared,False,E0046
T000710,2024-03-07,-16012.52,GBP,Investment,Vendor_74,Design,Pending,False,E0044
T000711,2025-04-21,32453.01,USD,Refund,Vendor_26,Marketing,Cleared,True,E0027
T000712,2024-07-22,-12648.36,EUR,Vendor,Vendor_6,Product,Cleared,False,E0041
T000713,2024-09-29,17875.56,EUR,Vendor,Vendor_16,Product,Cleared,False,E0014
T000714,2024-12-08,41285.65,USD,SaaS,Vendor_46,Engineering,Cleared,True,E0027
T000715,2024-05-18,-32385.63,EUR,Tax,Vendor_33,Finance,Pending,True,E0037
T000716,2024-11-26,-19339.44,GBP,Tax,Vendor_44,Marketing,Pending,False,E0044
T000717,2024-12-17,41454.03,USD,Office,Vendor_25,Operations,Pending,True,E0032
T000718,2024-12-10,34977.26,USD,Vendor,Vendor_53,Engineering,Cleared,True,E0033
T000719,2024-07-10,20111.92,EUR,Travel,Vendor_71,Design,Flagged,False,E0032
T000720,2024-06-24,-14084.97,GBP,Investment,Vendor_64,HR,Flagged,False,E0048
T000721,2024-04-05,-44066.56,GBP,Vendor,Vendor_45,HR,Cleared,True,E0034
T000722,2025-01-12,28454.58,USD,Travel,Vendor_7,Sales,Pending,False,E0018
T000723,2025-01-08,-26900.81,GBP,Travel,Vendor_18,Legal,Pending,False,E0030
T000724,2024-12-26,-22074.93,GBP,Marketing,Vendor_30,Finance,Flagged,False,E0010
T000725,2024-10-30,20222.35,EUR,Refund,Vendor_68,Customer Success,Pending,False,E0045
T000726,2024-11-25,23146.12,GBP,Payroll,Vendor_38,Product,Pending,False,E0009
T000727,2024-05-14,13629.04,EUR,Marketing,Vendor_80,Product,Cleared,False,E0048
T000728,2025-02-16,993.45,GBP,Marketing,Vendor_14,Legal,Cleared,False,E0027
T000729,2024-08-18,12781.9,GBP,Vendor,Vendor_3,Engineering,Flagged,False,E0037
T000730,2024-08-14,5903.64,EUR,SaaS,Vendor_79,Design,Cleared,False,E0038
T000731,2024-10-18,-25236.95,EUR,Marketing,Vendor_17,Sales,Cleared,False,E0033
T000732,2024-03-05,-7632.9,GBP,Office,Vendor_78,Product,Cleared,False,E0050
T000733,2024-04-02,-21581.42,GBP,Vendor,Vendor_1,HR,Flagged,False,E0024
T000734,2024-08-28,6375.37,GBP,Vendor,Vendor_47,Design,Flagged,False,E0017
T000735,2024-04-27,-23550.09,EUR,Tax,Vendor_45,Sales,Flagged,False,E0010
T000736,2025-01-29,-27704.57,USD,Marketing,Vendor_36,Engineering,Flagged,False,E0030
T000737,2024-12-20,-47317.37,USD,Tax,Vendor_28,Sales,Flagged,True,E0016
T000738,2024-10-29,-17122.12,GBP,Marketing,Vendor_31,HR,Pending,False,E0035
T000739,2025-01-18,28341.83,EUR,Office,Vendor_80,Engineering,Flagged,False,E0031
T000740,2024-04-17,49681.51,GBP,Vendor,Vendor_20,Design,Cleared,True,E0005
T000741,2024-11-22,-39924.57,USD,SaaS,Vendor_51,Operations,Flagged,True,E0010
T000742,2024-02-18,47212.4,GBP,Vendor,Vendor_41,Operations,Pending,True,E0050
T000743,2024-09-10,47467.73,GBP,Travel,Vendor_60,Product,Cleared,True,E0032
T000744,2024-01-30,-13007.83,USD,Refund,Vendor_4,Legal,Pending,False,E0042
T000745,2025-01-04,-48003.97,EUR,SaaS,Vendor_50,Finance,Cleared,True,E0029
T000746,2024-07-26,-32069.46,EUR,Travel,Vendor_17,Customer Success,Pending,True,E0029
T000747,2024-03-19,-49668.33,EUR,Investment,Vendor_7,Operations,Flagged,True,E0032
T000748,2024-01-21,-1873.65,GBP,Travel,Vendor_57,Legal,Flagged,False,E0032
T000749,2024-09-10,16355.99,USD,Travel,Vendor_80,Legal,Flagged,False,E0028
T000750,2025-03-03,33433.38,EUR,Vendor,Vendor_67,Operations,Pending,True,E0018
T000751,2024-05-17,-39237.07,GBP,Investment,Vendor_29,Design,Pending,True,E0029
T000752,2025-05-13,21821.55,GBP,SaaS,Vendor_68,Marketing,Pending,False,E0010
T000753,2025-01-15,10469.47,USD,Tax,Vendor_46,Sales,Pending,False,E0039
T000754,2025-01-05,7728.95,USD,Refund,Vendor_37,Product,Flagged,False,E0048
T000755,2024-09-09,45774.17,EUR,Office,Vendor_29,Finance,Cleared,True,E0005
T000756,2025-05-14,14759.92,GBP,Travel,Vendor_10,Finance,Flagged,False,E0020
T000757,2025-02-22,-489.62,EUR,Vendor,Vendor_79,Customer Success,Flagged,False,E0007
T000758,2025-03-15,-3520.86,EUR,Payroll,Vendor_19,Sales,Cleared,False,E0002
T000759,2025-02-06,-45666.34,EUR,Investment,Vendor_55,Operations,Flagged,True,E0040
T000760,2025-01-29,6305.11,GBP,Refund,Vendor_8,Engineering,Pending,False,E0008
T000761,2024-11-21,-37476.35,EUR,Travel,Vendor_66,Engineering,Flagged,True,E0027
T000762,2024-04-08,-40444.62,GBP,Payroll,Vendor_43,Finance,Pending,True,E0025
T000763,2024-11-02,-29180.61,GBP,Investment,Vendor_60,Legal,Flagged,False,E0011
T000764,2024-12-28,37099.32,EUR,Marketing,Vendor_50,Marketing,Cleared,True,E0026
T000765,2025-04-11,1561.65,GBP,Refund,Vendor_41,Finance,Cleared,False,E0005
T000766,2025-01-17,38177.14,USD,Marketing,Vendor_27,Design,Pending,True,E0009
T000767,2025-03-15,15632.97,EUR,Office,Vendor_58,Legal,Cleared,False,E0047
T000768,2024-02-19,-18951.89,GBP,Marketing,Vendor_33,Legal,Pending,False,E0008
T000769,2024-10-30,20648.07,EUR,Marketing,Vendor_41,Legal,Flagged,False,E0025
T000770,2024-03-31,13299.49,GBP,Travel,Vendor_71,Operations,Cleared,False,E0037
T000771,2025-04-30,43219.05,USD,Refund,Vendor_58,Sales,Pending,True,E0029
T000772,2025-03-13,42345.55,GBP,Tax,Vendor_68,HR,Cleared,True,E0042
T000773,2024-08-15,-44120.79,GBP,Vendor,Vendor_70,Marketing,Pending,True,E0006
T000774,2024-11-26,40788.13,USD,Travel,Vendor_12,Design,Pending,True,E0029
T000775,2024-03-07,49721.75,EUR,Office,Vendor_75,Sales,Pending,True,E0018
T000776,2025-02-28,24181.74,EUR,Tax,Vendor_10,Legal,Pending,False,E0026
T000777,2025-01-07,-4088.03,EUR,Payroll,Vendor_12,HR,Cleared,False,E0046
T000778,2024-05-18,-26540.94,USD,Vendor,Vendor_1,Marketing,Pending,False,E0042
T000779,2024-07-09,-15783.53,EUR,Marketing,Vendor_60,HR,Pending,False,E0042
T000780,2025-03-09,26975.5,EUR,Office,Vendor_59,Finance,Flagged,False,E0009
T000781,2024-10-28,14288.41,EUR,Marketing,Vendor_11,Engineering,Pending,False,E0001
T000782,2024-08-09,1965.21,GBP,Payroll,Vendor_20,Finance,Cleared,False,E0004
T000783,2024-11-09,28342.12,EUR,SaaS,Vendor_16,Operations,Flagged,False,E0032
T000784,2024-11-21,-47657.4,EUR,Vendor,Vendor_49,HR,Cleared,True,E0030
T000785,2024-04-22,33636.05,USD,Office,Vendor_27,Operations,Cleared,True,E0035
T000786,2024-11-01,-49993.01,EUR,Investment,Vendor_9,Customer Success,Cleared,True,E0038
T000787,2024-04-13,-43758.96,GBP,Tax,Vendor_15,HR,Cleared,True,E0031
T000788,2024-02-27,35861.68,USD,Tax,Vendor_51,Sales,Pending,True,E0039
T000789,2024-01-28,-27974.62,EUR,Payroll,Vendor_43,Legal,Cleared,False,E0018
T000790,2024-03-01,-38037.51,GBP,Refund,Vendor_57,Legal,Pending,True,E0044
T000791,2024-04-13,-39609.09,GBP,Marketing,Vendor_53,Product,Cleared,True,E0037
T000792,2025-04-21,12192.8,GBP,Payroll,Vendor_71,Product,Pending,False,E0040
T000793,2024-08-03,32739.73,USD,SaaS,Vendor_78,Design,Cleared,True,E0002
T000794,2024-09-19,16953.15,EUR,Investment,Vendor_67,Operations,Flagged,False,E0031
T000795,2024-08-19,34951.25,GBP,Investment,Vendor_65,Marketing,Pending,True,E0050
T000796,2024-04-20,-4473.07,GBP,Tax,Vendor_68,Customer Success,Flagged,False,E0044
T000797,2024-08-08,49623.27,EUR,Marketing,Vendor_65,Marketing,Flagged,True,E0015
T000798,2024-01-07,37270.88,USD,Refund,Vendor_9,HR,Pending,True,E0032
T000799,2025-02-20,-16705.02,EUR,Payroll,Vendor_15,Finance,Cleared,False,E0025
T000800,2024-08-19,35789.54,GBP,Vendor,Vendor_9,HR,Pending,True,E0029
T000801,2025-01-26,23187.42,USD,Marketing,Vendor_3,Design,Cleared,False,E0035
T000802,2024-04-03,44744.88,EUR,Marketing,Vendor_78,Sales,Flagged,True,E0016
T000803,2024-08-18,-42027.1,EUR,Payroll,Vendor_73,Operations,Flagged,True,E0041
T000804,2024-03-26,16391.03,USD,Vendor,Vendor_48,Legal,Pending,False,E0041
T000805,2024-04-30,-3081.65,GBP,Vendor,Vendor_29,Sales,Flagged,False,E0040
T000806,2024-02-02,-13542.18,GBP,Vendor,Vendor_31,Customer Success,Flagged,False,E0002
T000807,2024-01-14,-22423.18,EUR,Payroll,Vendor_39,Customer Success,Flagged,False,E0020
T000808,2024-05-24,9842.51,USD,Office,Vendor_70,Sales,Pending,False,E0007
T000809,2024-11-05,26058.49,GBP,Marketing,Vendor_20,Product,Flagged,False,E0037
T000810,2025-03-29,-40687.66,GBP,Vendor,Vendor_80,Marketing,Pending,True,E0035
T000811,2024-11-01,-44565.28,GBP,Investment,Vendor_55,Engineering,Flagged,True,E0028
T000812,2025-02-27,42217.35,USD,Marketing,Vendor_40,Sales,Pending,True,E0041
T000813,2024-08-06,37108.69,EUR,Vendor,Vendor_14,Product,Pending,True,E0044
T000814,2024-03-18,33525.97,EUR,SaaS,Vendor_1,Customer Success,Pending,True,E0004
T000815,2024-10-12,46907.1,EUR,Investment,Vendor_45,Design,Cleared,True,E0018
T000816,2024-12-13,-48835.08,GBP,Refund,Vendor_63,Legal,Flagged,True,E0021
T000817,2024-12-25,-1583.74,EUR,Payroll,Vendor_5,Finance,Cleared,False,E0013
T000818,2024-02-12,-13449.98,GBP,Investment,Vendor_53,Sales,Pending,False,E0023
T000819,2024-10-28,5838.6,EUR,SaaS,Vendor_20,Operations,Flagged,False,E0020
T000820,2024-11-20,42990.32,EUR,Marketing,Vendor_13,Legal,Pending,True,E0038
T000821,2025-05-09,34280.82,GBP,Travel,Vendor_24,HR,Cleared,True,E0039
T000822,2024-10-20,-46210.13,USD,SaaS,Vendor_52,Finance,Cleared,True,E0017
T000823,2025-04-22,12276.34,USD,SaaS,Vendor_57,Product,Flagged,False,E0049
T000824,2024-08-30,-44513.49,EUR,Marketing,Vendor_22,Customer Success,Flagged,True,E0012
T000825,2024-04-30,11700.14,GBP,Office,Vendor_48,Operations,Cleared,False,E0045
T000826,2024-05-22,-24393.2,USD,Vendor,Vendor_31,Design,Flagged,False,E0001
T000827,2024-03-01,-37928.5,GBP,Office,Vendor_62,Customer Success,Flagged,True,E0018
T000828,2025-02-02,-40034.62,EUR,Vendor,Vendor_27,Legal,Flagged,True,E0049
T000829,2025-04-02,-13749.73,EUR,Travel,Vendor_21,Finance,Pending,False,E0024
T000830,2024-01-08,424.02,USD,Refund,Vendor_32,Sales,Pending,False,E0021
T000831,2025-04-04,-33316.48,EUR,SaaS,Vendor_29,Marketing,Pending,True,E0016
T000832,2024-05-08,19866.91,USD,Travel,Vendor_73,HR,Flagged,False,E0031
T000833,2025-02-09,7610.5,EUR,Office,Vendor_56,Marketing,Flagged,False,E0001
T000834,2024-09-08,-30272.18,USD,Office,Vendor_3,Engineering,Pending,True,E0046
T000835,2024-05-12,35668.57,EUR,Office,Vendor_67,Engineering,Pending,True,E0034
T000836,2024-03-28,11310.04,EUR,Payroll,Vendor_61,Design,Cleared,False,E0034
T000837,2024-07-13,-31281.81,GBP,Office,Vendor_67,Product,Flagged,True,E0012
T000838,2024-10-22,-31072.54,GBP,Refund,Vendor_3,Customer Success,Cleared,True,E0041
T000839,2024-11-23,-13879.85,GBP,Refund,Vendor_28,Customer Success,Cleared,False,E0034
T000840,2024-01-31,-13280.97,GBP,SaaS,Vendor_18,Customer Success,Cleared,False,E0049
T000841,2024-04-13,43708.01,GBP,Vendor,Vendor_53,Product,Pending,True,E0002
T000842,2024-02-02,-41564.28,USD,SaaS,Vendor_58,Engineering,Cleared,True,E0020
T000843,2025-01-27,-40454.66,EUR,Refund,Vendor_62,HR,Pending,True,E0045
T000844,2024-10-05,932.38,GBP,Tax,Vendor_28,Product,Cleared,False,E0016
T000845,2024-08-13,48759.98,GBP,Investment,Vendor_61,Engineering,Flagged,True,E0002
T000846,2025-03-17,30878.89,EUR,Travel,Vendor_65,Marketing,Flagged,True,E0038
T000847,2024-10-08,23860.31,USD,SaaS,Vendor_20,Finance,Flagged,False,E0040
T000848,2024-07-18,30105.2,EUR,Refund,Vendor_47,Finance,Flagged,True,E0032
T000849,2025-02-09,25966.64,EUR,Marketing,Vendor_43,Sales,Cleared,False,E0041
T000850,2024-06-16,42676.15,USD,SaaS,Vendor_20,Engineering,Flagged,True,E0043
T000851,2024-04-15,28492.61,EUR,Marketing,Vendor_35,Marketing,Flagged,False,E0037
T000852,2024-12-17,23379.78,USD,Travel,Vendor_67,Engineering,Pending,False,E0005
T000853,2024-10-13,17777.66,EUR,Payroll,Vendor_56,Legal,Flagged,False,E0042
T000854,2024-04-13,10521.27,EUR,Office,Vendor_10,Engineering,Pending,False,E0043
T000855,2025-03-10,2928.08,GBP,SaaS,Vendor_79,Marketing,Cleared,False,E0025
T000856,2024-03-15,47435.74,GBP,Tax,Vendor_2,Operations,Flagged,True,E0012
T000857,2024-09-05,684.79,GBP,Refund,Vendor_14,Engineering,Cleared,False,E0027
T000858,2024-11-29,-30934.91,USD,Office,Vendor_49,Legal,Pending,True,E0042
T000859,2025-05-03,15050.9,EUR,SaaS,Vendor_41,Engineering,Flagged,False,E0038
T000860,2024-07-15,11350.1,USD,SaaS,Vendor_28,HR,Cleared,False,E0036
T000861,2024-09-27,4629.85,GBP,Payroll,Vendor_71,Design,Flagged,False,E0025
T000862,2025-01-25,-46894.78,USD,Vendor,Vendor_1,Product,Cleared,True,E0019
T000863,2024-11-01,24455.21,USD,Tax,Vendor_4,Finance,Pending,False,E0033
T000864,2024-01-16,759.34,EUR,Investment,Vendor_65,Operations,Pending,False,E0050
T000865,2024-05-19,-29057.98,EUR,SaaS,Vendor_15,Finance,Cleared,False,E0028
T000866,2025-03-15,29028.31,GBP,Refund,Vendor_64,Customer Success,Cleared,False,E0036
T000867,2025-02-04,45278.86,USD,Vendor,Vendor_65,Engineering,Pending,True,E0015
T000868,2024-09-19,39190.74,GBP,Travel,Vendor_6,Legal,Pending,True,E0037
T000869,2025-05-10,-1178.79,EUR,Investment,Vendor_34,Marketing,Cleared,False,E0036
T000870,2024-03-03,5613.94,USD,Vendor,Vendor_68,Product,Pending,False,E0030
T000871,2024-03-26,9838.65,GBP,Travel,Vendor_14,Sales,Cleared,False,E0025
T000872,2024-07-01,11911.74,EUR,Marketing,Vendor_50,Engineering,Cleared,False,E0004
T000873,2024-03-08,18603.85,USD,SaaS,Vendor_10,Product,Flagged,False,E0008
T000874,2024-08-17,28655.12,USD,Marketing,Vendor_23,Finance,Cleared,False,E0032
T000875,2025-03-14,-18528.56,GBP,Investment,Vendor_12,Sales,Flagged,False,E0021
T000876,2024-11-08,31190.99,USD,Tax,Vendor_28,Engineering,Pending,True,E0008
T000877,2024-07-14,-15593.03,EUR,SaaS,Vendor_51,Sales,Flagged,False,E0037
T000878,2024-02-22,-49031.6,EUR,Travel,Vendor_13,Engineering,Cleared,True,E0005
T000879,2024-08-23,10196.63,USD,Office,Vendor_9,Finance,Pending,False,E0041
T000880,2024-03-27,-34389.89,GBP,Payroll,Vendor_10,Finance,Flagged,True,E0029
T000881,2025-05-03,-46801.11,USD,Investment,Vendor_12,Legal,Pending,True,E0001
T000882,2024-02-08,36557.84,EUR,Tax,Vendor_79,Customer Success,Cleared,True,E0046
T000883,2024-04-30,31596.09,USD,Refund,Vendor_64,Marketing,Pending,True,E0011
T000884,2024-01-19,13276.86,EUR,Office,Vendor_7,Legal,Flagged,False,E0001
T000885,2024-08-10,23582.11,USD,Office,Vendor_30,Finance,Cleared,False,E0024
T000886,2024-01-14,-38796.5,EUR,SaaS,Vendor_54,Marketing,Pending,True,E0005
T000887,2024-01-19,-18769.08,GBP,Marketing,Vendor_49,Sales,Pending,False,E0016
T000888,2024-01-19,37848.6,EUR,Vendor,Vendor_44,Sales,Cleared,True,E0015
T000889,2024-12-02,-37442.47,GBP,Tax,Vendor_57,Finance,Cleared,True,E0038
T000890,2025-03-03,43687.42,USD,Marketing,Vendor_1,Product,Pending,True,E0006
T000891,2024-11-22,34247.74,EUR,Tax,Vendor_54,HR,Cleared,True,E0016
T000892,2024-10-15,-45011.23,EUR,Travel,Vendor_67,HR,Pending,True,E0018
T000893,2024-04-12,-27871.5,USD,Office,Vendor_65,Engineering,Flagged,False,E0001
T000894,2024-01-15,29540.79,EUR,Vendor,Vendor_51,Marketing,Flagged,False,E0025
T000895,2024-09-06,-13942.02,USD,Marketing,Vendor_56,Design,Cleared,False,E0042
T000896,2024-03-03,-23201.0,EUR,Payroll,Vendor_3,Finance,Flagged,False,E0017
T000897,2025-01-28,13312.5,EUR,Office,Vendor_66,Operations,Pending,False,E0048
T000898,2024-05-27,14283.29,USD,Vendor,Vendor_65,Sales,Flagged,False,E0039
T000899,2024-01-11,-35955.54,USD,Payroll,Vendor_13,Customer Success,Pending,True,E0007
T000900,2024-11-03,2230.18,GBP,Payroll,Vendor_52,Engineering,Flagged,False,E0008
T000901,2025-03-12,-1339.61,EUR,Payroll,Vendor_59,HR,Cleared,False,E0048
T000902,2024-10-23,42498.83,EUR,Refund,Vendor_61,HR,Cleared,True,E0018
T000903,2024-07-24,-40585.62,EUR,SaaS,Vendor_19,Design,Flagged,True,E0019
T000904,2024-04-10,23336.86,GBP,Tax,Vendor_45,Customer Success,Flagged,False,E0048
